,1,2,3,4,5,6
Population 980,85464791.0,29873568.0,191710.0,,,
Population 981,110674543.0,5125159.0,43646.0,,,
Population 982,50016702.0,48091643.0,17458981.0,98202.0,,
Population 983,110843705.0,4657006.0,270145.0,5019.0,,
Population 984,59896044.0,54263218.0,1604985.0,4008.0,,
Population 985,111223815.0,4118138.0,132038.0,150.0,,
Population 986,13892910.0,100187495.0,1626711.0,7186.0,,
Population 987,101170125.0,14277868.0,152000.0,,,
Population 988,109071714.0,6693689.0,27008.0,,,
Population 989,93156217.0,22384011.0,206574.0,,,
Population 990,0.0,13226410.0,699802.0,2489.0,,
Population 991,59214367.0,52144797.0,4197049.0,7015.0,,
Population 992,92949826.0,21688930.0,891723.0,10003.0,,
Population 993,94284787.0,21049746.0,396959.0,222.0,,
Population 994,67954205.0,47414935.0,414472.0,688.0,,
Population 995,104269033.0,11210746.0,316091.0,1046.0,,
Population 996,1110928.0,110109942.0,4577544.0,59492.0,,
Population 997,40106285.0,75041130.0,561022.0,496.0,,
Population 998,52090183.0,56053004.0,7709880.0,31936.0,,
Population 999,48112794.0,66579943.0,1163029.0,5088.0,,
