,1,2,3
Population 479,1459970.0,4656.0,
Population 480,1589144.0,6760.0,
Population 481,827544.0,839.0,
Population 482,959371.0,2090.0,
Population 483,1037020.0,4015.0,
Population 484,1264858.0,1996.0,
Population 485,1953818.0,74364.0,504.0
Population 486,1235039.0,2253.0,
Population 487,1007666.0,4233.0,
Population 488,716030.0,1797.0,
Population 489,1072572.0,4832.0,
Population 490,1073835.0,2284.0,
Population 491,2795512.0,11750.0,
Population 492,812965.0,3196.0,
Population 493,1359135.0,6491.0,
Population 494,1345906.0,8502.0,
Population 495,1787828.0,4946.0,
Population 496,981967.0,1468.0,
Population 497,1423984.0,7462.0,
Population 498,847489.0,1411.0,
Population 499,792533.0,3243.0,
Population 500,1197496.0,1864.0,
Population 501,878435.0,1367.0,
Population 502,914802.0,2271.0,
Population 503,980524.0,6300.0,
Population 504,2328676.0,21489.0,
Population 505,932895.0,3466.0,
Population 506,932427.0,857.0,
Population 507,1830556.0,9971.0,
Population 508,3332236.0,32500.0,
Population 509,934304.0,1672.0,
Population 510,984999.0,1409.0,
Population 511,1291303.0,1581.0,
Population 512,1230600.0,6154.0,
Population 513,4035892.0,51324.0,1785.0
Population 514,1142038.0,4205.0,
Population 515,776533.0,1543.0,
Population 516,762986.0,1547.0,
Population 517,20421196.0,205299.0,643.0
Population 518,1279656.0,2167.0,
Population 519,945692.0,5959.0,
Population 520,888964.0,2922.0,
Population 521,2241906.0,9890.0,
Population 522,989181.0,2236.0,
Population 523,1044302.0,1290.0,
Population 524,1807564.0,16975.0,
Population 525,1234249.0,17868.0,
Population 526,717398.0,364.0,
Population 527,1411709.0,11856.0,
Population 528,992716.0,2411.0,
Population 529,1721009.0,5892.0,
Population 530,1335527.0,1500.0,
Population 531,4650545.0,18322.0,
Population 532,1066904.0,3316.0,
Population 533,1072874.0,27800.0,
Population 534,1371359.0,14167.0,352.0
Population 535,910114.0,2708.0,
Population 536,868833.0,927.0,
Population 537,2507424.0,10059.0,
Population 538,1297660.0,3022.0,
Population 539,1587767.0,6830.0,
Population 540,1171919.0,5766.0,
Population 541,752845.0,3778.0,
Population 542,1587377.0,6824.0,
Population 543,684017.0,146.0,
Population 544,901008.0,2132.0,
Population 545,2096652.0,4530.0,
Population 546,1079533.0,1324.0,
Population 547,1020944.0,5022.0,
Population 548,1854013.0,5931.0,
Population 549,980871.0,1361.0,
Population 550,1009234.0,3554.0,
Population 551,1317992.0,2533.0,
Population 552,1021333.0,4279.0,
Population 553,1894961.0,29968.0,
Population 554,1486985.0,5934.0,
Population 555,764131.0,2551.0,
Population 556,921202.0,1769.0,
Population 557,906086.0,2929.0,
Population 558,4546864.0,20537.0,
Population 559,1453357.0,3027.0,
Population 560,1193051.0,9106.0,
Population 561,1246104.0,4905.0,
Population 562,774272.0,860.0,
Population 563,1066577.0,1668.0,
Population 564,877524.0,3521.0,
Population 565,1726650.0,20480.0,124.0
Population 566,954765.0,2360.0,
Population 567,1135149.0,2875.0,
Population 568,864174.0,696.0,
Population 569,842854.0,2016.0,
Population 570,800186.0,4917.0,
Population 571,1234350.0,3874.0,
Population 572,872886.0,13772.0,
Population 573,2323349.0,17080.0,113.0
Population 574,1005531.0,910.0,
Population 575,1288037.0,4088.0,
Population 576,888161.0,5599.0,
Population 577,1582798.0,2761.0,
Population 578,1061370.0,4272.0,
Population 579,1276485.0,6205.0,
Population 580,812018.0,1109.0,
Population 581,864036.0,2260.0,
Population 582,1433225.0,3422.0,
Population 583,1431713.0,5558.0,
Population 584,1073768.0,4058.0,
Population 585,794803.0,2830.0,
Population 586,923132.0,1065.0,
Population 587,847329.0,2184.0,
Population 588,1031866.0,1549.0,
Population 589,4752856.0,31044.0,
Population 590,822962.0,1336.0,
Population 591,1031805.0,13030.0,
Population 592,1015805.0,34526.0,
Population 593,1549166.0,9709.0,
Population 594,866415.0,3250.0,
Population 595,945951.0,7080.0,
Population 596,782730.0,5548.0,
Population 597,942138.0,2419.0,
Population 598,933158.0,4732.0,101.0
Population 599,3621076.0,14110.0,
Population 600,972847.0,2482.0,
Population 601,1572163.0,2504.0,
Population 602,1019593.0,2359.0,
Population 603,1451272.0,3738.0,
Population 604,1135376.0,3467.0,
Population 605,1606227.0,3205.0,
Population 606,1126778.0,2065.0,
Population 607,1209532.0,2555.0,
Population 608,1035314.0,33569.0,
Population 609,2515611.0,17158.0,
Population 610,1059462.0,1332.0,
Population 611,1315824.0,2521.0,
Population 612,2146436.0,7003.0,
Population 613,1995707.0,6496.0,
Population 614,2294638.0,7443.0,
Population 615,102870779.0,626476.0,3390.0
Population 616,1341427.0,9681.0,
Population 617,956667.0,3499.0,
Population 618,918562.0,5824.0,
Population 619,1142778.0,1432.0,
Population 620,919304.0,6267.0,
Population 621,848630.0,5625.0,
Population 622,678731.0,1742.0,
Population 623,1179196.0,4751.0,
Population 624,3566840.0,21184.0,
Population 625,1182926.0,1664.0,
Population 626,828008.0,2627.0,
Population 627,1366854.0,3618.0,
Population 628,1091358.0,1554.0,
Population 629,2441030.0,20832.0,
Population 630,782649.0,348.0,
Population 631,874316.0,1228.0,
Population 632,1996711.0,5601.0,
Population 633,1007396.0,2632.0,
Population 634,1013530.0,2857.0,
Population 635,845777.0,1656.0,
Population 636,1086766.0,2506.0,
Population 637,898208.0,955.0,
Population 638,1121474.0,3681.0,
Population 639,33591707.0,313931.0,1004.0
Population 640,757081.0,5731.0,
Population 641,876784.0,2349.0,
Population 642,1039419.0,2153.0,
Population 643,1063777.0,5268.0,
Population 644,788610.0,3702.0,
Population 645,876631.0,3543.0,
Population 646,1079125.0,1603.0,
Population 647,817539.0,2163.0,
Population 648,1399675.0,9842.0,
Population 649,1382228.0,28491.0,
Population 650,2428794.0,12148.0,
Population 651,2329246.0,11459.0,
Population 652,824686.0,1680.0,
Population 653,775149.0,1384.0,
Population 654,1110403.0,2506.0,
Population 655,1826093.0,6081.0,
Population 656,1374027.0,1970.0,
Population 657,5074029.0,64233.0,204.0
Population 658,1044563.0,2634.0,
Population 659,977313.0,2240.0,
Population 660,1083552.0,4772.0,
Population 661,1015679.0,5174.0,
Population 662,1050973.0,5360.0,
Population 663,1171159.0,3911.0,
Population 664,1149596.0,5913.0,
Population 665,1382994.0,7801.0,
Population 666,1078608.0,2750.0,
Population 667,1783624.0,4740.0,
Population 668,1517278.0,5118.0,
Population 669,1019807.0,2210.0,
Population 670,790525.0,1625.0,
Population 671,1393733.0,20246.0,
Population 672,1717345.0,3887.0,
Population 673,1099643.0,4039.0,
Population 674,970018.0,1492.0,
Population 675,1002502.0,11668.0,184.0
Population 676,2102364.0,8292.0,
Population 677,877012.0,766.0,
Population 678,774516.0,729.0,
Population 679,885285.0,3165.0,
Population 680,1167716.0,4677.0,
Population 681,1234998.0,7163.0,
Population 682,858013.0,973.0,
Population 683,1692237.0,21535.0,
Population 684,1531046.0,11015.0,
Population 685,2018760.0,3568.0,
Population 686,1401411.0,4962.0,
Population 687,859551.0,3609.0,
Population 688,6856643.0,38750.0,
Population 689,1097413.0,6736.0,
Population 690,752967.0,1644.0,
Population 691,979798.0,1784.0,
Population 692,1480198.0,4874.0,
Population 693,1237362.0,5326.0,
Population 694,1385769.0,6168.0,
Population 695,1792799.0,44960.0,
Population 696,1146547.0,3160.0,
Population 697,1040156.0,16729.0,
Population 698,2780238.0,9280.0,
Population 699,1175724.0,3021.0,
Population 700,740852.0,1260.0,
Population 701,3509483.0,17549.0,
Population 702,806543.0,1791.0,
Population 703,835486.0,1283.0,
Population 704,969830.0,2660.0,
Population 705,5583944.0,25377.0,
Population 706,788290.0,979.0,
Population 707,1544404.0,2003.0,
Population 708,1258367.0,5841.0,
Population 709,1005584.0,14003.0,2132.0
Population 710,1378031.0,3384.0,
Population 711,11335268.0,221667.0,262.0
Population 712,956143.0,5963.0,
Population 713,2045676.0,9284.0,
Population 714,735686.0,2595.0,
Population 715,829097.0,4260.0,
Population 716,1196853.0,3029.0,125.0
Population 717,820694.0,811.0,
Population 718,1651469.0,4805.0,
Population 719,891872.0,3339.0,
Population 720,1269053.0,2891.0,
Population 721,926555.0,2552.0,
Population 722,1514665.0,4243.0,
Population 723,1125311.0,6020.0,
Population 724,2986962.0,46388.0,
Population 725,1125125.0,12302.0,156.0
Population 726,2266216.0,5910.0,
Population 727,955500.0,3488.0,
Population 728,2131635.0,4891.0,
Population 729,1133122.0,2868.0,
Population 730,1413563.0,6226.0,
Population 731,2257087.0,8330.0,
Population 732,1437729.0,2757.0,
Population 733,1359420.0,2232.0,
Population 734,837602.0,4699.0,
Population 735,966020.0,380.0,
Population 736,1354272.0,8748.0,
Population 737,2534822.0,45223.0,
Population 738,973164.0,1041.0,
Population 739,720878.0,2242.0,
Population 740,1061086.0,1729.0,
Population 741,947401.0,1231.0,
Population 742,1485587.0,2638.0,
Population 743,1464176.0,7916.0,
Population 744,1609268.0,6153.0,
Population 745,1400451.0,6759.0,
Population 746,1689570.0,14476.0,
Population 747,2572809.0,10233.0,
Population 748,1164885.0,2369.0,
Population 749,1733029.0,14474.0,
Population 750,861459.0,867.0,
Population 751,2304719.0,28571.0,
Population 752,1013492.0,4173.0,
Population 753,1317358.0,3058.0,
Population 754,1041546.0,3170.0,
Population 755,886331.0,5711.0,
Population 756,861219.0,895.0,
Population 757,853731.0,1693.0,
Population 758,1354798.0,4573.0,234.0
Population 759,975397.0,1033.0,
Population 760,1056368.0,4722.0,
Population 761,1077013.0,477.0,
Population 762,937875.0,2329.0,
Population 763,905127.0,1348.0,
Population 764,1123788.0,1496.0,
Population 765,971507.0,3966.0,
Population 766,1186931.0,2989.0,
Population 767,870652.0,3252.0,
Population 768,2193227.0,34234.0,
Population 769,1510413.0,4560.0,
Population 770,899176.0,2383.0,
Population 771,1140634.0,6700.0,168.0
Population 772,1400199.0,1490.0,
Population 773,4152614.0,17618.0,
Population 774,1200763.0,5699.0,
Population 775,985129.0,11420.0,
Population 776,1159811.0,2222.0,
Population 777,839218.0,3318.0,
Population 778,955825.0,2395.0,
Population 779,967241.0,2528.0,
Population 780,958116.0,3298.0,
Population 781,1895581.0,7807.0,
Population 782,1052714.0,2705.0,
Population 783,921920.0,1405.0,128.0
Population 784,934234.0,2149.0,
Population 785,1183040.0,2113.0,
Population 786,1115889.0,2310.0,
Population 787,1111295.0,4133.0,
Population 788,1978298.0,14658.0,
Population 789,685238.0,2102.0,
Population 790,1073088.0,2361.0,
Population 791,1034620.0,1787.0,
Population 792,20593545.0,175709.0,844.0
Population 793,858710.0,3678.0,
Population 794,1239126.0,4357.0,
Population 795,1317627.0,2639.0,
Population 796,926017.0,14263.0,
Population 797,1543817.0,30419.0,
Population 798,2418811.0,7485.0,344.0
Population 799,1265719.0,6006.0,
Population 800,1118879.0,2522.0,
Population 801,911915.0,1909.0,
Population 802,1560774.0,3058.0,
Population 803,3810199.0,21306.0,
Population 804,1266028.0,4689.0,
Population 805,1673576.0,9400.0,
Population 806,2219906.0,9182.0,164.0
Population 807,851851.0,2861.0,
Population 808,2240203.0,9171.0,
Population 809,1250232.0,2022.0,
Population 810,1042376.0,7607.0,
Population 811,1204008.0,4945.0,
Population 812,1012136.0,4856.0,
Population 813,1274878.0,3134.0,
Population 814,747564.0,488.0,
Population 815,1464013.0,2706.0,
Population 816,1140571.0,1005.0,
Population 817,1808734.0,5362.0,
Population 818,1185776.0,5132.0,
Population 819,1229032.0,8110.0,
Population 820,1478951.0,6888.0,
Population 821,1022589.0,2644.0,255.0
Population 822,1199059.0,5343.0,
Population 823,731274.0,1332.0,
